,date,url,filing,filers_name,title
112,05/18/2021,https://extapps2.oge.govhttps://extapps2.oge.gov/201/presiden.nsf/PAS+Index/DD6B6C47E3592957852586D9002EC1AB/$FILE/Richard-H-Clarida-2021-278.pdf,"Clarida, Richard H",Federal Reserve System Board of Governors,Governor
113,05/18/2021,https://extapps2.oge.govhttps://extapps2.oge.gov/201/presiden.nsf/PAS+Index/0232BBDDF05F72E6852586D9002EC128/$FILE/Michelle-White-Bowman-2021-278.pdf,"Bowman, Michelle White",Federal Reserve System Board of Governors,Governor 2
114,05/18/2021,https://extapps2.oge.govhttps://extapps2.oge.gov/201/presiden.nsf/PAS+Index/843610542B32BDB2852586D9002EC103/$FILE/Anthony-J-Blinken-04.26.2021-278T.pdf,"Blinken, Antony J",Department of State,Secretary
115,05/15/2021,https://extapps2.oge.govhttps://extapps2.oge.gov/201/Presiden.nsf/PAS+Index/BC6C3B70B332E188852586D6002C1099/$FILE/McDonough Denis EA Certification 1 of 1.pdf,"McDonough, Denis R",Department of Veterans Affairs,Secretary
116,05/13/2021,"https://extapps2.oge.govhttps://extapps2.oge.gov/201/presiden.nsf/PAS+Index/D011B0EDE0D6029E852586D4002EBF67/$FILE/Remy, Donald M.  final278.pdf","Remy, Donald",Department of Veterans Affairs,Deputy Secretary
117,05/11/2021,https://extapps2.oge.gov/201/Presiden.nsf/201 Request?OpenForm&Filer=Sherman,"Sherman, Wendy R",Department of State,Deputy Secretary
118,05/11/2021,https://extapps2.oge.gov/201/Presiden.nsf/201 Request?OpenForm&Filer=Granholm,"Granholm, Jennifer",Department of Energy,Secretary
119,05/11/2021,https://extapps2.oge.gov/201/Presiden.nsf/201 Request?OpenForm&Filer=Miller,"Miller, Jason S",Office of Management and Budget,Deputy Director
120,05/08/2021,"https://extapps2.oge.govhttps://extapps2.oge.gov/201/presiden.nsf/PAS+Index/61773111E470BDE7852586CF002EB8DD/$FILE/Dixon, Stacey  final278.pdf","Dixon, Stacey",Office of Director of National Intelligence,Principal Deputy Director of National Intelligence
121,05/07/2021,https://extapps2.oge.govhttps://extapps2.oge.gov/201/Presiden.nsf/PAS+Index/7478CD113B542ABB852586CE002C13C2/$FILE/Regan EA certification 1 of 1.pdf,"Regan, Michael",Environmental Protection Agency,Administrator
122,05/05/2021,"https://extapps2.oge.govhttps://extapps2.oge.gov/201/presiden.nsf/PAS+Index/EF165123CE31E802852586CC002EBE3C/$FILE/Tien, John  final278.pdf","Tien, John",Department of Homeland Security,Deputy Secretary
123,05/05/2021,"https://extapps2.oge.govhttps://extapps2.oge.gov/201/presiden.nsf/PAS+Index/0CE4005F8A91F172852586CC002EBC6C/$FILE/Monje, Carlos  AMENDED final278.pdf","Monje, Carlos A",Department of Transportation,Under Secretary for Policy
124,05/04/2021,https://extapps2.oge.govhttps://extapps2.oge.gov/201/presiden.nsf/PAS+Index/8D19740049E84FE5852586CB002EBE4A/$FILE/Randal-K-Quarles-2021-278.pdf,"Quarles, Randal K",Federal Reserve System Board of Governors,Governor & Vice Chairman for Supervision
125,05/04/2021,https://extapps2.oge.govhttps://extapps2.oge.gov/201/Presiden.nsf/PAS+Index/E090D75AFDBC4287852586CB002C0FCB/$FILE/Blinken EA Certification 1 of 1.pdf,"Blinken, Antony J",Department of State,Secretary
126,04/30/2021,https://extapps2.oge.govhttps://extapps2.oge.gov/201/Presiden.nsf/PAS+Index/9A25DCB2D941B6C8852586C7002C1071/$FILE/Buttigieg EA Certification 1 of 1.pdf,"Buttigieg, Peter P",Department of Transportation,Secretary
127,04/30/2021,https://extapps2.oge.govhttps://extapps2.oge.gov/201/Presiden.nsf/PAS+Index/2A34F4B77FBDF621852586C7002C0FED/$FILE/Burns EA Certification 1 of 1.pdf,"Burns, William J",Central Intelligence Agency,Director
128,04/29/2021,https://extapps2.oge.govhttps://extapps2.oge.gov/201/presiden.nsf/PAS+Index/5FD5F089F2A35FC8852586C6002EBC59/$FILE/David-L-Norquist-2021-278TERM.pdf,"Norquist, David L",Department of Defense/Office of The Secretary,Deputy Secretary
129,04/29/2021,https://extapps2.oge.govhttps://extapps2.oge.gov/201/Presiden.nsf/PAS+Index/E7B181797C38D2FE852586C6002C0F9E/$FILE/Haaland EA Certification 1 of 1.pdf,"Haaland, Debra A",Department of The Interior,Secretary
130,04/24/2021,"https://extapps2.oge.govhttps://extapps2.oge.gov/201/presiden.nsf/PAS+Index/B2518047C4374D7D852586C1002EBB80/$FILE/Wormuth, Christine  final278.pdf","Wormuth, Christine E",Department of The Army,Secretary
131,04/24/2021,"https://extapps2.oge.govhttps://extapps2.oge.gov/201/presiden.nsf/PAS+Index/52D2B08A8E13AC76852586C1002EB4BF/$FILE/Abizaid, Christine  final278 .pdf","Abizaid, Christine",Office of Director of National Intelligence,"Director, National Counterterrorism Center"
132,04/23/2021,https://extapps2.oge.govhttps://extapps2.oge.gov/201/presiden.nsf/PAS+Index/261EF2A1D2AE50A0852586C0002EB977/$FILE/Justin-Muzinich-2021-278TERM.pdf,"Muzinich, Justin",Department of The Treasury,Deputy Secretary
133,04/22/2021,"https://extapps2.oge.govhttps://extapps2.oge.gov/201/presiden.nsf/PAS+Index/C41A98393C66DBB4852586BF002EB529/$FILE/Beaudreau, Tommy  final278.pdf","Beaudreau, Tommy",Department of The Interior,Deputy Secretary
134,04/21/2021,https://extapps2.oge.govhttps://extapps2.oge.gov/201/presiden.nsf/PAS+Index/1319C2C3971F74A5852586BE002EB6C6/$FILE/David-L-Bernhardt-2021-278TERM.pdf,"Bernhardt, David L",Department of The Interior,Secretary
135,04/21/2021,https://extapps2.oge.gov/201/Presiden.nsf/201 Request?OpenForm&Filer=Rouse,"Rouse, Cecilia",Council of Economic Advisers,Member & Chairman
136,04/20/2021,https://extapps2.oge.govhttps://extapps2.oge.gov/201/presiden.nsf/PAS+Index/34290D9650ACA11C852586BD002EBC0E/$FILE/Andrew-Saul-04.07.2021-278T.pdf,"Saul, Andrew",Social Security Administration,Commissioner
137,04/17/2021,"https://extapps2.oge.govhttps://extapps2.oge.gov/201/presiden.nsf/PAS+Index/FBCE1F5DFD96C278852586BA002EC925/$FILE/Fernandez, Nuria  final278.pdf","Fernandez, Nuria",Department of Transportation,"Administrator, Federal Transit Administration"
138,04/16/2021,https://extapps2.oge.govhttps://extapps2.oge.gov/201/presiden.nsf/PAS+Index/815198A95644AD46852586B9002EC9FC/$FILE/Jennifer-M-Granholm-04.06.2021-278T.pdf,"Granholm, Jennifer",Department of Energy,Secretary
139,04/14/2021,https://extapps2.oge.govhttps://extapps2.oge.gov/201/presiden.nsf/PAS+Index/2E5E55967973E6E8852586B7002EC7D0/$FILE/Barbara-M-Barrett-2021-278TERM.pdf,"Barrett, Barbara M",Department of The Air Force,Secretary
140,04/10/2021,https://extapps2.oge.govhttps://extapps2.oge.gov/201/presiden.nsf/PAS+Index/550DBA30FCE1ED86852586B3002ECD88/$FILE/Randal-K-Quarles-03.14.2021-278T.pdf,"Quarles, Randal K",Federal Reserve System Board of Governors,Governor & Vice Chairman for Supervision
141,04/09/2021,"https://extapps2.oge.govhttps://extapps2.oge.gov/201/presiden.nsf/PAS+Index/27825FFC92345753852586B2002ECD21/$FILE/Nelson, Clarence William  final278.pdf","Nelson, Clarence W",National Aeronautics and Space Administration,Administrator
142,04/07/2021,https://extapps2.oge.govhttps://extapps2.oge.gov/201/presiden.nsf/PAS+Index/6F9AB526681532FB852586B0002ECDC9/$FILE/Eugene-Scalia-2021-278TERM.pdf,"Scalia, Eugene",Department of Labor,Secretary
143,04/07/2021,https://extapps2.oge.govhttps://extapps2.oge.gov/201/presiden.nsf/PAS+Index/2B6EEA9072604BFB852586B0002EC78E/$FILE/Lloyd-Austin-03.29.2021-278T.pdf,"Austin, Lloyd",Department of Defense/Office of The Secretary,Secretary
144,04/07/2021,https://extapps2.oge.govhttps://extapps2.oge.gov/201/Presiden.nsf/PAS+Index/99D7A088740E8831852586B0002C217F/$FILE/Vilsack EA Certification 1 of 1.pdf,"Vilsack, Thomas J",Department of Agriculture,Secretary 2
145,04/07/2021,https://extapps2.oge.govhttps://extapps2.oge.gov/201/Presiden.nsf/PAS+Index/EB05FEC4CA4A7869852586B0002C2145/$FILE/Tai EA Certification 1 of 1.pdf,"Tai, Katherine",Office of The Us Trade Representative,U.S. Trade Representative
146,04/03/2021,https://extapps2.oge.gov/201/Presiden.nsf/201 Request?OpenForm&Filer=Adeyemo,"Adeyemo, Adewale",Department of The Treasury,Deputy Secretary
147,04/02/2021,"https://extapps2.oge.govhttps://extapps2.oge.gov/201/presiden.nsf/PAS+Index/5C045E8C5FFB3CD3852586AB002ECD36/$FILE/Todman, Adrianne final278.pdf","Todman, Adrianne",Department of Housing and Urban Development,Deputy Secretary
148,04/01/2021,https://extapps2.oge.govhttps://extapps2.oge.gov/201/Presiden.nsf/PAS+Index/3F45D0C93DA629D7852586AA002C2126/$FILE/Young EA Certification 1 of 1.pdf,"Young, Shalanda",Office of Management and Budget,Deputy Director
149,03/30/2021,https://extapps2.oge.govhttps://extapps2.oge.gov/201/Presiden.nsf/PAS+Index/DECD9696BFB0A663852586A8002C1E89/$FILE/Sec Austin DOD EA Certification 1 of 1.pdf,"Austin, Lloyd",Department of Defense/Office of The Secretary,Secretary
150,03/25/2021,https://extapps2.oge.govhttps://extapps2.oge.gov/201/Presiden.nsf/PAS+Index/4BAB5AB411C16638852586A3002C1D91/$FILE/Cardona EA Certification 1 of 1.pdf,"Cardona, Miguel",Department of Education,Secretary
151,03/24/2021,https://extapps2.oge.govhttps://extapps2.oge.gov/201/presiden.nsf/PAS+Index/7B8F3CAF9F542F11852586A2002ECC3A/$FILE/Andrew-Saul-03.05.2021-278T.pdf,"Saul, Andrew",Social Security Administration,Commissioner
152,03/23/2021,https://extapps2.oge.govhttps://extapps2.oge.gov/201/Presiden.nsf/PAS+Index/7224ECAB56667BCA852586A1002C1FF2/$FILE/Dep Sec McKeon EA Certification 1 of 1.pdf,"McKeon, Brian P",Department of State,Deputy Secretary for Management & Resources
153,03/20/2021,https://extapps2.oge.govhttps://extapps2.oge.gov/201/presiden.nsf/PAS+Index/4C9D99760B1B87658525869E002ECA8A/$FILE/Katharine-MacGregor-2021-278TERM.pdf,"MacGregor, Katharine",Department of The Interior,Deputy Secretary
154,03/20/2021,https://extapps2.oge.govhttps://extapps2.oge.gov/201/presiden.nsf/PAS+Index/D1F1CDB0436576058525869E002EC709/$FILE/James-F-Bridenstine-2021-278TERM.pdf,"Bridenstine, James F",National Aeronautics and Space Administration,Administrator
155,03/20/2021,https://extapps2.oge.gov/201/Presiden.nsf/201 Request?OpenForm&Filer=Blinken,"Blinken, Antony J",Department of State,Secretary
156,03/18/2021,https://extapps2.oge.govhttps://extapps2.oge.gov/201/presiden.nsf/PAS+Index/7262E107E0C899DC8525869C002ECC0F/$FILE/Ellen-McCausland-Lord-2021-278TERM.pdf,"Lord, Ellen McCausland",Department of Defense/Office of The Secretary,"Under Secretary for Acquisition, Technology, Logistics"
157,03/18/2021,https://extapps2.oge.govhttps://extapps2.oge.gov/201/Presiden.nsf/PAS+Index/E533E8A9681C66578525869C002C1DA2/$FILE/SEC FUDGE HUD EA Certification 1 of 1.pdf,"Fudge, Marcia",Department of Housing and Urban Development,Secretary
158,03/18/2021,https://extapps2.oge.gov/201/Presiden.nsf/201 Request?OpenForm&Filer=Granholm,"Granholm, Jennifer",Department of Energy,Secretary
159,03/17/2021,https://extapps2.oge.govhttps://extapps2.oge.gov/201/Presiden.nsf/PAS+Index/BC3DCD911C119BE78525869B002C2027/$FILE/SEC Commerce Raimondo EA Certification 1 of 1.pdf,"Raimondo, Gina M",Department of Commerce,Secretary
160,03/11/2021,https://extapps2.oge.govhttps://extapps2.oge.gov/201/Presiden.nsf/PAS+Index/C6ECAB5C658BC11E85258695003439E6/$FILE/Janet-L-Yellen-02.20.2021-278T.pdf,"Yellen, Janet L",Department of The Treasury,Secretary
161,03/11/2021,https://extapps2.oge.govhttps://extapps2.oge.gov/201/Presiden.nsf/PAS+Index/BF7C42E603E505EE85258695003439E4/$FILE/Janet-L-Yellen-02.13.2021-278T.pdf,"Yellen, Janet L",Department of The Treasury,Secretary
162,03/11/2021,https://extapps2.oge.govhttps://extapps2.oge.gov/201/Presiden.nsf/PAS+Index/193A4B0AD79B366085258695003439C2/$FILE/Robert-L-Wilkie-2021-278TERM.pdf,"Wilkie, Robert L",Department of Veterans Affairs,Secretary
163,03/11/2021,https://extapps2.oge.gov/201/Presiden.nsf/201 Request?OpenForm&Filer=Austin,"Austin, Lloyd",Department of Defense/Office of The Secretary,Secretary
164,03/10/2021,https://extapps2.oge.govhttps://extapps2.oge.gov/201/Presiden.nsf/PAS+Index/F46441319F55CC6985258694003437B7/$FILE/Christopher-Miller-2021-278TERM.pdf,"Miller, Christopher",Office of Director of National Intelligence,"Director, National Counterterrorism Center"
165,03/10/2021,https://extapps2.oge.govhttps://extapps2.oge.gov/201/Presiden.nsf/PAS+Index/6C5703CCED5308BF8525869400343463/$FILE/Benjamin-S-Carson-2021-278TERM.pdf,"Carson, Benjamin S",Department of Housing and Urban Development,Secretary
166,03/10/2021,https://extapps2.oge.gov/201/Presiden.nsf/201 Request?OpenForm&Filer=Raimondo,"Raimondo, Gina M",Department of Commerce,Secretary
167,03/09/2021,https://extapps2.oge.govhttps://extapps2.oge.gov/201/Presiden.nsf/PAS+Index/583968B90006F0AB8525869300318E2D/$FILE/Hicks EA certification 1 of 1.pdf,"Hicks, Kathleen",Department of Defense/Office of The Secretary,Deputy Secretary
168,03/09/2021,https://extapps2.oge.govhttps://extapps2.oge.gov/201/Presiden.nsf/PAS+Index/8DE6CA6FF9D339A88525869300318DAE/$FILE/Haines EA Certification 1 of 1.pdf,"Haines, Avril D",Office of Director of National Intelligence,Director
169,03/05/2021,https://extapps2.oge.govhttps://extapps2.oge.gov/201/Presiden.nsf/PAS+Index/890DE60DC9DB213E8525868F00318F64/$FILE/Yellen EA Certification 1 of 1.pdf,"Yellen, Janet L",Department of The Treasury,Secretary
170,03/03/2021,"https://extapps2.oge.govhttps://extapps2.oge.gov/201/Presiden.nsf/PAS+Index/99C249337D7D032B8525868D0032D42F/$FILE/Bronaugh, Jewel final 278.pdf","Bronaugh, Jewel",Department of Agriculture,Deputy Secretary
171,03/03/2021,"https://extapps2.oge.govhttps://extapps2.oge.gov/201/Presiden.nsf/PAS+Index/57C78319134509618525868D0032D2CA/$FILE/Ahuja, Kiran  final278.pdf","Ahuja, Kiran",Office of Personnel Management,Director
172,03/02/2021,https://extapps2.oge.govhttps://extapps2.oge.gov/201/Presiden.nsf/PAS+Index/132E8AC9B8BA453D8525868C0032DA89/$FILE/Brian-D-Montgomery-2021-278TERM.pdf,"Montgomery, Brian D",Department of Housing and Urban Development,Deputy Secretary
173,03/02/2021,https://extapps2.oge.govhttps://extapps2.oge.gov/201/Presiden.nsf/PAS+Index/7647C775457699D48525868C0032D466/$FILE/Stephen-E-Biegun-2021-278TERM.pdf,"Biegun, Stephen E",Department of State,Deputy Secretary
174,02/28/2021,"https://extapps2.oge.govhttps://extapps2.oge.gov/201/Presiden.nsf/PAS+Index/9BB9B14125CD89B88525868A0032D723/$FILE/Palm, Andrea  final278.pdf","Palm, Andrea",Department of Health and Human Services,Deputy Secretary
175,02/28/2021,"https://extapps2.oge.govhttps://extapps2.oge.gov/201/presiden.nsf/PAS+Index/699633D14CD7D5748525868A0032D661/$FILE/Marten, Cynthia  AMENDEDfinal278.pdf","Marten, Cynthia",Department of Education,Deputy Secretary
176,02/26/2021,"https://extapps2.oge.govhttps://extapps2.oge.gov/201/Presiden.nsf/PAS+Index/ED00A15DE737B673852586880032D720/$FILE/Criswell, Deanne  final278.pdf","Criswell, Deanne",Department of Homeland Security,"Administrator, Federal Emergency Management Agency"
177,02/25/2021,"https://extapps2.oge.govhttps://extapps2.oge.gov/201/Presiden.nsf/PAS+Index/D8689CA2E5870F7F852586870032DBC2/$FILE/Monaco, Lisa  final278.pdf","Monaco, Lisa O",Department of Justice,Deputy Attorney General
178,02/24/2021,https://extapps2.oge.govhttps://extapps2.oge.gov/201/Presiden.nsf/PAS+Index/ED109DDDE363440B852586860032DB77/$FILE/Andrew-Saul-02.05.2021-278T.pdf,"Saul, Andrew",Social Security Administration,Commissioner
179,02/24/2021,"https://extapps2.oge.govhttps://extapps2.oge.gov/201/Presiden.nsf/PAS+Index/62DAC872BA89B8A08525868600318DCF/$FILE/Mayorkas, Alejandro - Certifcation of Ethics Agreement Compliance - 2021-02-17.pdf","Mayorkas, Alejandro N",Department of Homeland Security,Secretary
180,02/23/2021,https://extapps2.oge.govhttps://extapps2.oge.gov/201/Presiden.nsf/PAS+Index/C5F5654A2A877587852586850032D98E/$FILE/Mark-W-Menezes-01.13.2021-278T.pdf,"Menezes, Mark W",Department of Energy,Deputy Secretary
181,02/23/2021,https://extapps2.oge.govhttps://extapps2.oge.gov/201/Presiden.nsf/PAS+Index/E676845AA9B0E9FD852586850032D326/$FILE/Alex-M-Azar-2021-278TERM.pdf,"Azar, Alex M",Department of Health and Human Services,Secretary
182,02/21/2021,"https://extapps2.oge.govhttps://extapps2.oge.gov/201/presiden.nsf/PAS+Index/67699671D1F48E19852586830032D897/$FILE/Turk, David  AMENDEDfinal278.pdf","Turk, David",Department of Energy,Deputy Secretary
183,02/21/2021,"https://extapps2.oge.govhttps://extapps2.oge.gov/201/Presiden.nsf/PAS+Index/FAF259BF7C8AD073852586830032D893/$FILE/Trottenberg, Polly  final278.pdf","Trottenberg, Polly",Department of Transportation,Deputy Secretary
184,02/21/2021,"https://extapps2.oge.govhttps://extapps2.oge.gov/201/Presiden.nsf/PAS+Index/ECBD56A071621737852586830032D866/$FILE/Su, Julie  final278.pdf","Su, Julie",Department of Labor,Deputy Secretary
185,02/21/2021,"https://extapps2.oge.govhttps://extapps2.oge.gov/201/Presiden.nsf/PAS+Index/4657A16ED0A68D67852586830032D6DF/$FILE/Miller, Jason  final278.pdf","Miller, Jason S",Office of Management and Budget,Deputy Director for Management
186,02/21/2021,"https://extapps2.oge.govhttps://extapps2.oge.gov/201/presiden.nsf/PAS+Index/CD807EC79FBF4E5C852586830032D5F0/$FILE/Lander, Eric  AMENDED final278 (2).pdf","Lander, Eric S",Office of Science and Technology Policy,Director
187,02/20/2021,"https://extapps2.oge.govhttps://extapps2.oge.gov/201/Presiden.nsf/PAS+Index/71E45CC81CD2B950852586820032D652/$FILE/McKeon, Brian P.  final278.pdf","McKeon, Brian P",Department of State,Deputy Secretary for Management & Resources
188,02/19/2021,https://extapps2.oge.govhttps://extapps2.oge.gov/201/Presiden.nsf/PAS+Index/EE34D46E71BD5931852586810032DC4E/$FILE/Mark-W-Menezes-2021-278TERM.pdf,"Menezes, Mark W",Department of Energy,Deputy Secretary
189,02/19/2021,https://extapps2.oge.govhttps://extapps2.oge.gov/201/Presiden.nsf/PAS+Index/548B037A2F5AB71F852586810032D7D9/$FILE/Elisabeth-P-DeVos-2021-278TERM.pdf,"DeVos, Elisabeth (Betsy) P",Department of Education,Secretary
190,02/19/2021,https://extapps2.oge.govhttps://extapps2.oge.gov/201/Presiden.nsf/PAS+Index/86B90696E32BDF73852586810032D70D/$FILE/Sean-S-Cairncross-2021-278TERM.pdf,"Cairncross, Sean S",Millennium Challenge Corporation,Chief Executive Officer
191,02/19/2021,https://extapps2.oge.govhttps://extapps2.oge.gov/201/Presiden.nsf/PAS+Index/3ACC3593944151F2852586810032D630/$FILE/Kenneth-J-Braithwaite-2021-278TERM.pdf,"Braithwaite, Kenneth J",Department of The Navy,Secretary
192,02/17/2021,https://extapps2.oge.govhttps://extapps2.oge.gov/201/Presiden.nsf/PAS+Index/562E002D91EEEA058525867F0032DAC7/$FILE/Jeffrey-A-Rosen-2021-278TERM.pdf,"Rosen, Jeffrey A",Department of Justice,Deputy Attorney General
193,02/17/2021,https://extapps2.oge.govhttps://extapps2.oge.gov/201/Presiden.nsf/PAS+Index/0C4C7A65D51B40068525867F0032DA4B/$FILE/Patrick-Pizzella-2021-278TERM.pdf,"Pizzella, Patrick",Department of Labor,Deputy Secretary
194,02/17/2021,https://extapps2.oge.govhttps://extapps2.oge.gov/201/Presiden.nsf/PAS+Index/FEDE08322D6E7C988525867F0032DA25/$FILE/Sethuraman-Panchanathan-02.03.2021-278T.pdf,"Panchanathan, Sethuraman",National Science Foundation,Director
195,02/17/2021,https://extapps2.oge.govhttps://extapps2.oge.gov/201/Presiden.nsf/PAS+Index/7A66B32561E390E68525867F0032D382/$FILE/William-P-Barr-2020-278TERM.pdf,"Barr, William P",Department of Justice,Attorney General
196,02/17/2021,https://extapps2.oge.govhttps://extapps2.oge.gov/201/Presiden.nsf/PAS+Index/EE813D04E90EFF8F8525867F0032D37A/$FILE/Barbara-M-Barrett-02.01.2021-278T.pdf,"Barrett, Barbara M",Department of The Air Force,Secretary
197,02/12/2021,https://extapps2.oge.gov/201/Presiden.nsf/201 Request?OpenForm&Filer=Austin,"Austin, Lloyd",Department of Defense/Office of The Secretary,Secretary
198,02/11/2021,"https://extapps2.oge.govhttps://extapps2.oge.gov/201/Presiden.nsf/PAS+Index/181B8FAECE12CD66852586790032EC9C/$FILE/Sherman, Wendy R.  final278.pdf","Sherman, Wendy R",Department of State,Deputy Secretary
199,02/09/2021,https://extapps2.oge.govhttps://extapps2.oge.gov/201/Presiden.nsf/PAS+Index/3AF0BEED4AC4AAE8852586770032E978/$FILE/Gina-C-Haspel-2021-278TERM.pdf,"Haspel, Gina C",Central Intelligence Agency,Director
